state,issuer_name,plan_marketing_name,plan_type,rating_area,premium_adult_individual_age_27,premium_adult_individual_age_50,premium_family_age_30,drug_deductable_individual_in_network,drug_deductable_individual_out_of_network,medical_deductable_family_in_network,medical_deductable_family_out_of_network,drug_deductable_family_out_of_network,medical_maximum_out_of_pocket_individual_in_network,drug_maximum_out_of_pocket_individual_in_network,medical_maximum_out_of_pocket_individual_out_of_network,drug_maximum_out_of_pocket_individual_in_network,medical_maximum_out_of_pocket_family_in_network,drug_maximum_out_of_pocket_family_in_network,medical_maximum_out_of_pocket_family_out_of_network,drug_maximum_out_of_pocket_family_out_of_network
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 9,281.66,480.01,951.4,2500,2500,5000,5000,0,4500,0,10500,MAX,9000,0,21000,NULL
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 57,282.42,481.3,953.98,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 19,282.5,481.44,954.26,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 13,282.88,482.08,955.52,3000,3000,6000,6000,0,3000,0,7000,MAX,6000,0,14000,NULL
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 40,282.88,482.09,784.12,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
WI,Arise Health Plan,Healthy1Engage,HMO,Rating Area 12,283.1,482.45,956.26,3000,MAX,6000,MAX,MAX,4000,0,MAX,MAX,8000,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 24,283.63,483.36,958.08,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueSelect Essential 1439,EPO,Rating Area 43,283.64,483.38,958.1,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueSelect Essential 1439,EPO,Rating Area 6,283.91,483.83,959,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 16,283.95,483.9,959.14,3000,3000,6000,6000,0,4000,0,9000,MAX,8000,0,1800,NULL
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 27,284.01,484.01,959.31,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 37,284.19,484.32,787.78,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 14,284.2,484.33,959.98,3000,3000,6000,6000,0,4000,0,9000,MAX,8000,0,1800,NULL
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 5,284.3,484.5,960.31,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 65,284.58,484.99,961.3,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 2,284.88,485.49,962.28,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 17,285.6,486.72,964.72,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 47,285.6,486.72,964.72,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 15,285.75,486.97,965.22,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 8,285.89,487.22,965.72,3500,3500,7000,7000,0,3500,0,7500,MAX,7000,0,15000,NULL
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 10,286.04,487.47,966.19,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 12,286.37,488.02,967.3,1500,1500,3000,3000,0,6350,0,11500,MAX,12700,0,3000,NULL
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 4,287.02,489.14,795.61,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 54,287.2,489.44,970.12,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 32,288.07,490.93,973.06,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 50,288.14,491.05,973.3,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 51,288.36,491.42,974.04,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 35,288.41,491.51,974.22,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 52,288.64,491.92,975.02,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 12,289.43,493.24,977.64,2500,2500,5000,5000,0,4500,0,10500,MAX,9000,0,21000,NULL
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 10,289.55,493.45,978.06,3000,3000,6000,6000,0,3000,0,7000,MAX,6000,0,14000,NULL
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 49,289.82,493.91,978.98,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 48,290.1,494.39,979.92,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 9,290.79,495.56,982.24,3000,3000,6000,6000,0,4000,0,9000,MAX,8000,0,1800,NULL
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 19,291.26,496.37,983.83,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 6,291.41,496.63,807.79,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 15,291.41,496.63,807.79,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 6,291.89,497.45,985.98,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 24,292.42,498.34,987.76,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueSelect Essential Plus 1439P,EPO,Rating Area 43,292.44,498.37,987.82,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueSelect Essential Plus 1439P,EPO,Rating Area 6,292.7,498.84,988.74,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 45,293.2,499.67,990.38,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 43,293.33,499.92,813.14,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 17,294.45,501.8,994.61,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 47,294.45,501.8,994.61,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 16,295.67,503.88,998.74,3500,3500,7000,7000,0,3500,0,7500,MAX,7000,0,15000,NULL
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 53,295.86,504.2,999.38,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 14,295.93,504.33,999.62,3500,3500,7000,7000,0,3500,0,7500,MAX,7000,0,15000,NULL
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 35,297.35,506.75,1004.42,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 8,297.63,507.22,1005.35,3000,3000,6000,6000,0,3000,0,7000,MAX,6000,0,14000,NULL
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 4,297.98,507.81,825.97,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 12,298.8,509.21,1009.28,3000,3000,6000,6000,0,4000,0,9000,MAX,8000,0,1800,NULL
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 49,298.8,509.22,1009.32,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 50,298.82,509.26,1009.38,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 48,299.08,509.71,1010.3,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 58,299.39,510.21,1011.28,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,HMO,Rating Area 1,299.56,510.51,1011.88,3000,MAX,6000,MAX,MAX,4000,0,MAX,MAX,8000,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 57,300.23,511.65,1014.11,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 6,300.94,512.86,1016.52,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 45,302.27,515.15,1021.07,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 9,302.8,516.03,1022.81,3500,3500,7000,7000,0,3500,0,7500,MAX,7000,0,15000,NULL
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 1,303.02,516.4,1023.54,1500,1500,3000,3000,0,6350,0,11500,MAX,12700,0,3000,NULL
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 43,304.54,519,844.17,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 53,305.02,519.82,1030.34,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 1,306.25,521.9,1034.46,2500,2500,5000,5000,0,4500,0,10500,MAX,9000,0,21000,NULL
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 16,307.82,524.58,1039.76,3000,3000,6000,6000,0,3000,0,7000,MAX,6000,0,14000,NULL
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 14,308.08,525.03,1040.66,3000,3000,6000,6000,0,3000,0,7000,MAX,6000,0,14000,NULL
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 50,308.08,525.04,1040.66,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 58,308.67,526.03,1042.64,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 57,309.54,527.51,1045.56,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 12,311.13,530.23,1050.96,3500,3500,7000,7000,0,3500,0,7500,MAX,7000,0,15000,NULL
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 43,313.82,534.8,1060.04,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 9,315.23,537.21,1064.8,3000,3000,6000,6000,0,3000,0,7000,MAX,6000,0,14000,NULL
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 1,316.17,538.82,1067.98,3000,3000,6000,6000,0,4000,0,9000,MAX,8000,0,1800,NULL
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 6,317.11,540.41,1071.15,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 53,319.36,544.26,1078.78,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,"Gundersen Health Plan, Inc.",Silver HSA $3500 Ô–’ö’‚ 0%,POS,Rating Area 7,319.51,544.51,1079.26,3500,12500,7000,25000,0,3500,0,17500,MAX,7000,0,35000,NULL
WI,"Gundersen Health Plan, Inc.",Silver HSA $3500 Ô–’ö’‚ 0%,POS,Rating Area 15,319.51,544.51,1079.26,3500,12500,7000,25000,0,3500,0,17500,MAX,7000,0,35000,NULL
WI,"Gundersen Health Plan, Inc.",Silver HSA $3500 Ô–’ö’‚ 0%,POS,Rating Area 6,319.51,544.51,1079.26,3500,12500,7000,25000,0,3500,0,17500,MAX,7000,0,35000,NULL
SC,Consumers' Choice Health Plan,Consumers' Choice Silver HDP 1,EPO,Rating Area 12,319.54,544.57,1079.38,3500,MAX,7000,MAX,MAX,3500,0,MAX,MAX,7000,0,0,MAX
SC,Consumers' Choice Health Plan,Consumers' Choice Silver HDP 1,EPO,Rating Area 46,319.54,544.57,1079.38,3500,MAX,7000,MAX,MAX,3500,0,MAX,MAX,7000,0,0,MAX
SC,Consumers' Choice Health Plan,Consumers' Choice Silver HDP 1,EPO,Rating Area 29,319.54,544.57,1079.38,3500,MAX,7000,MAX,MAX,3500,0,MAX,MAX,7000,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 43,323.54,551.38,1092.87,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 12,323.92,552.02,1094.16,3000,3000,6000,6000,0,3000,0,7000,MAX,6000,0,14000,NULL
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 43,326.68,556.73,1103.48,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 6,326.94,557.17,1104.35,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 1,329.23,561.07,1112.09,3500,3500,7000,7000,0,3500,0,7500,MAX,7000,0,15000,NULL
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 53,329.26,561.13,1112.22,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 43,336.81,573.98,1137.7,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 1,342.75,584.11,1157.76,3000,3000,6000,6000,0,3000,0,7000,MAX,6000,0,14000,NULL
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 44,357.07,608.52,1206.11,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 44,368.14,627.38,1243.52,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
SC,Consumers' Choice Health Plan,Consumers' Choice Silver HDP 1,EPO,Rating Area 1,374.56,638.32,1265.19,3500,MAX,7000,MAX,MAX,3500,0,MAX,MAX,7000,0,0,MAX
SC,Consumers' Choice Health Plan,Consumers' Choice Silver HDP 1,EPO,Rating Area 33,374.56,638.32,1265.19,3500,MAX,7000,MAX,MAX,3500,0,MAX,MAX,7000,0,0,MAX
SC,Consumers' Choice Health Plan,Consumers' Choice Silver HDP 1,EPO,Rating Area 41,374.56,638.32,1265.19,3500,MAX,7000,MAX,MAX,3500,0,MAX,MAX,7000,0,0,MAX
SC,Consumers' Choice Health Plan,Consumers' Choice Silver HDP 1,EPO,Rating Area 24,374.56,638.32,1265.19,3500,MAX,7000,MAX,MAX,3500,0,MAX,MAX,7000,0,0,MAX
